id,nome,instituicao_nome,tipo,nota_ultimo_colocado,distrito,area,peso_secundario,peso_exames,nota_minima_p_ingresso,vagas,history
0900_0902_9448,Antropologia,Universidade Nova de Lisboa,publica,14.6,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,53,"[{""year"": 2019, ""nota"": 13.5}, {""year"": 2020, ""nota"": 14.6}, {""year"": 2021, ""nota"": 15.3}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 15.0}, {""year"": 2024, ""nota"": 14.6}]"
0900_0902_9917,Estudos Portugueses,Universidade Nova de Lisboa,publica,14.9,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,25,"[{""year"": 2019, ""nota"": 12.8}, {""year"": 2020, ""nota"": 14.7}, {""year"": 2021, ""nota"": 15.2}, {""year"": 2022, ""nota"": 15.6}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 14.9}]"
0900_0903_8036,Conservação - Restauro,Universidade Nova de Lisboa,publica,16.6,Lisboa,Artes e Design,0.5,0.5,95.0,29,"[{""year"": 2019, ""nota"": 15.1}, {""year"": 2020, ""nota"": 15.9}, {""year"": 2021, ""nota"": 16.7}, {""year"": 2022, ""nota"": 16.2}, {""year"": 2023, ""nota"": 15.8}, {""year"": 2024, ""nota"": 16.6}]"
0900_0903_9015,Bioquímica,Universidade Nova de Lisboa,publica,16.9,Lisboa,Ciências da Vida e Saúde,0.5,0.5,95.0,90,"[{""year"": 2019, ""nota"": 16.3}, {""year"": 2020, ""nota"": 17.0}, {""year"": 2021, ""nota"": 17.7}, {""year"": 2022, ""nota"": 17.2}, {""year"": 2023, ""nota"": 17.0}, {""year"": 2024, ""nota"": 16.9}]"
0900_0903_9089,Engenharia Civil,Universidade Nova de Lisboa,publica,15.0,Lisboa,Ciências da Vida e Saúde,0.5,0.5,95.0,90,"[{""year"": 2021, ""nota"": 14.3}, {""year"": 2022, ""nota"": 14.3}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 15.0}]"
0900_0903_9096,Engenharia de Materiais,Universidade Nova de Lisboa,publica,15.2,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,37,"[{""year"": 2021, ""nota"": 16.1}, {""year"": 2022, ""nota"": 15.1}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 15.2}]"
0900_0903_9099,Engenharia do Ambiente,Universidade Nova de Lisboa,publica,14.0,Lisboa,Ciências da Vida e Saúde,0.5,0.5,95.0,109,"[{""year"": 2021, ""nota"": 15.2}, {""year"": 2022, ""nota"": 15.4}, {""year"": 2023, ""nota"": 14.9}, {""year"": 2024, ""nota"": 14.0}]"
0900_0903_9104,Engenharia e Gestão Industrial,Universidade Nova de Lisboa,publica,16.9,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,120,"[{""year"": 2021, ""nota"": 17.1}, {""year"": 2022, ""nota"": 17.1}, {""year"": 2023, ""nota"": 17.0}, {""year"": 2024, ""nota"": 16.9}]"
0900_0903_9113,Engenharia Física,Universidade Nova de Lisboa,publica,17.8,Lisboa,Ciências Exatas e da Natureza,0.5,0.5,95.0,40,"[{""year"": 2021, ""nota"": 18.0}, {""year"": 2022, ""nota"": 18.2}, {""year"": 2023, ""nota"": 17.9}, {""year"": 2024, ""nota"": 17.8}]"
0900_0903_9119,Engenharia Informática,Universidade Nova de Lisboa,publica,17.2,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,229,"[{""year"": 2021, ""nota"": 16.6}, {""year"": 2022, ""nota"": 17.1}, {""year"": 2023, ""nota"": 16.9}, {""year"": 2024, ""nota"": 17.2}]"
0900_0903_9123,Engenharia Mecânica,Universidade Nova de Lisboa,publica,17.2,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,112,"[{""year"": 2021, ""nota"": 17.3}, {""year"": 2022, ""nota"": 17.0}, {""year"": 2023, ""nota"": 17.0}, {""year"": 2024, ""nota"": 17.2}]"
0900_0903_9126,Engenharia Química e Biológica,Universidade Nova de Lisboa,publica,15.2,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,93,"[{""year"": 2021, ""nota"": 16.4}, {""year"": 2022, ""nota"": 15.9}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 15.2}]"
0900_0903_9209,Matemática,Universidade Nova de Lisboa,publica,17.1,Lisboa,Informática e Dados,0.5,0.5,95.0,30,"[{""year"": 2019, ""nota"": 17.5}, {""year"": 2020, ""nota"": 17.3}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 17.2}, {""year"": 2023, ""nota"": 17.8}, {""year"": 2024, ""nota"": 17.1}]"
0900_0903_9224,Química Aplicada,Universidade Nova de Lisboa,publica,15.6,Lisboa,Ciências Exatas e da Natureza,0.5,0.5,95.0,30,"[{""year"": 2019, ""nota"": 14.9}, {""year"": 2020, ""nota"": 15.8}, {""year"": 2021, ""nota"": 16.3}, {""year"": 2022, ""nota"": 16.1}, {""year"": 2023, ""nota"": 15.6}, {""year"": 2024, ""nota"": 15.6}]"
0900_0903_9348,Biologia Celular e Molecular,Universidade Nova de Lisboa,publica,17.5,Lisboa,Ciências da Vida e Saúde,0.5,0.5,95.0,75,"[{""year"": 2019, ""nota"": 16.9}, {""year"": 2020, ""nota"": 17.5}, {""year"": 2021, ""nota"": 18.2}, {""year"": 2022, ""nota"": 17.9}, {""year"": 2023, ""nota"": 17.5}, {""year"": 2024, ""nota"": 17.5}]"
0900_0903_9455,Engenharia Biomédica,Universidade Nova de Lisboa,publica,17.5,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,87,"[{""year"": 2021, ""nota"": 17.9}, {""year"": 2022, ""nota"": 18.0}, {""year"": 2023, ""nota"": 17.4}, {""year"": 2024, ""nota"": 17.5}]"
0900_0903_L167,Matemática Aplicada à Gestão do Risco,Universidade Nova de Lisboa,publica,18.1,Lisboa,Informática e Dados,0.5,0.5,95.0,30,"[{""year"": 2019, ""nota"": 17.3}, {""year"": 2020, ""nota"": 18.1}, {""year"": 2021, ""nota"": 17.1}, {""year"": 2022, ""nota"": 17.2}, {""year"": 2023, ""nota"": 17.7}, {""year"": 2024, ""nota"": 18.1}]"
0900_0903_L209,Engenharia Eletrotécnica e de Computadores,Universidade Nova de Lisboa,publica,14.6,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,220,"[{""year"": 2021, ""nota"": 15.4}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 14.6}]"
0900_0903_L231,Engenharia de Micro e Nanotecnologias,Universidade Nova de Lisboa,publica,13.9,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,75,"[{""year"": 2021, ""nota"": 16.3}, {""year"": 2022, ""nota"": 15.5}, {""year"": 2023, ""nota"": 14.4}, {""year"": 2024, ""nota"": 13.9}]"
0900_0903_L286,Tecnologia Agro-Industrial,Universidade Nova de Lisboa,publica,13.6,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,39,"[{""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 13.6}]"
0900_0903_L358,Engenharia de Comunicações e de Informação,Universidade Nova de Lisboa,publica,,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,30,
0900_0903_L370,Geologia para a Sustentabilidade,Universidade Nova de Lisboa,publica,,Lisboa,Ciências Exatas e da Natureza,0.5,0.5,95.0,33,
0900_0904_9081,Economia,Universidade Nova de Lisboa,publica,18.3,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,375,"[{""year"": 2019, ""nota"": 17.9}, {""year"": 2020, ""nota"": 18.3}, {""year"": 2021, ""nota"": 17.7}, {""year"": 2022, ""nota"": 18.0}, {""year"": 2023, ""nota"": 17.9}, {""year"": 2024, ""nota"": 18.3}]"
0900_0904_9147,Gestão,Universidade Nova de Lisboa,publica,18.6,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,375,"[{""year"": 2019, ""nota"": 18.0}, {""year"": 2020, ""nota"": 18.6}, {""year"": 2021, ""nota"": 18.0}, {""year"": 2022, ""nota"": 18.4}, {""year"": 2023, ""nota"": 18.4}, {""year"": 2024, ""nota"": 18.6}]"
0900_0904_L313,Estudos do Mar,Universidade Nova de Lisboa,publica,,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,40,
0900_0906_8259,Sistemas e Tecnologias de Informação,Universidade Nova de Lisboa,publica,17.3,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,100,"[{""year"": 2019, ""nota"": 16.4}, {""year"": 2020, ""nota"": 16.4}, {""year"": 2021, ""nota"": 16.7}, {""year"": 2022, ""nota"": 16.8}, {""year"": 2023, ""nota"": 16.8}, {""year"": 2024, ""nota"": 17.3}]"
0900_0906_9155,Gestão de Informação,Universidade Nova de Lisboa,publica,17.8,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,133,"[{""year"": 2019, ""nota"": 17.2}, {""year"": 2020, ""nota"": 17.2}, {""year"": 2021, ""nota"": 17.5}, {""year"": 2022, ""nota"": 17.5}, {""year"": 2023, ""nota"": 17.6}, {""year"": 2024, ""nota"": 17.8}]"
0900_0906_L188,Ciência de Dados,Universidade Nova de Lisboa,publica,18.1,Lisboa,Informática e Dados,0.5,0.5,95.0,90,"[{""year"": 2021, ""nota"": 16.8}, {""year"": 2022, ""nota"": 17.7}, {""year"": 2023, ""nota"": 17.9}, {""year"": 2024, ""nota"": 18.1}]"
0900_0911_9078,Direito,Universidade Nova de Lisboa,publica,17.9,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,143,"[{""year"": 2019, ""nota"": 17.2}, {""year"": 2020, ""nota"": 17.6}, {""year"": 2021, ""nota"": 17.7}, {""year"": 2022, ""nota"": 17.7}, {""year"": 2023, ""nota"": 17.8}, {""year"": 2024, ""nota"": 17.9}]"
1000_1000_8183,Geografia e Planeamento,Universidade do Minho,publica,14.8,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,60,"[{""year"": 2019, ""nota"": 13.6}, {""year"": 2020, ""nota"": 14.4}, {""year"": 2021, ""nota"": 15.4}, {""year"": 2022, ""nota"": 14.6}, {""year"": 2023, ""nota"": 14.6}, {""year"": 2024, ""nota"": 14.8}]"
1000_1000_8184,Optometria e Ciências da Visão,Universidade do Minho,publica,14.1,Braga,Ciências da Vida e Saúde,0.5,0.5,95.0,41,"[{""year"": 2019, ""nota"": 13.4}, {""year"": 2020, ""nota"": 13.4}, {""year"": 2021, ""nota"": 14.5}, {""year"": 2022, ""nota"": 13.9}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 14.1}]"
1000_1000_8358,Direito (regime pós-laboral),Universidade do Minho,publica,17.1,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,18,"[{""year"": 2019, ""nota"": 16.5}, {""year"": 2020, ""nota"": 16.9}, {""year"": 2021, ""nota"": 16.7}, {""year"": 2022, ""nota"": 16.7}, {""year"": 2023, ""nota"": 17.1}, {""year"": 2024, ""nota"": 17.1}]"
1000_1000_8427,Educação (regime pós-laboral),Universidade do Minho,publica,14.3,Braga,Educação e Desporto,0.5,0.5,100.0,37,"[{""year"": 2019, ""nota"": 13.1}, {""year"": 2020, ""nota"": 13.6}, {""year"": 2021, ""nota"": 14.1}, {""year"": 2022, ""nota"": 14.1}, {""year"": 2023, ""nota"": 14.5}, {""year"": 2024, ""nota"": 14.3}]"
1000_1000_8494,Design de Produto,Universidade do Minho,publica,16.9,Braga,Artes e Design,0.5,0.5,100.0,37,"[{""year"": 2019, ""nota"": 16.7}, {""year"": 2020, ""nota"": 17.1}, {""year"": 2021, ""nota"": 16.8}, {""year"": 2022, ""nota"": 16.3}, {""year"": 2023, ""nota"": 16.0}, {""year"": 2024, ""nota"": 16.9}]"
1000_1000_9002,Administração Pública,Universidade do Minho,publica,16.5,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,60,"[{""year"": 2019, ""nota"": 15.8}, {""year"": 2020, ""nota"": 16.2}, {""year"": 2021, ""nota"": 16.6}, {""year"": 2022, ""nota"": 16.4}, {""year"": 2023, ""nota"": 16.0}, {""year"": 2024, ""nota"": 16.5}]"
1000_1000_9006,Arqueologia,Universidade do Minho,publica,15.6,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,25,"[{""year"": 2019, ""nota"": 12.7}, {""year"": 2020, ""nota"": 14.5}, {""year"": 2021, ""nota"": 14.8}, {""year"": 2022, ""nota"": 14.8}, {""year"": 2023, ""nota"": 14.9}, {""year"": 2024, ""nota"": 15.6}]"
1000_1000_9012,Biologia e Geologia,Universidade do Minho,publica,14.2,Braga,Ciências da Vida e Saúde,0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 12.6}, {""year"": 2020, ""nota"": 14.3}, {""year"": 2021, ""nota"": 15.2}, {""year"": 2022, ""nota"": 15.5}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 14.2}]"
1000_1000_9015,Bioquímica,Universidade do Minho,publica,16.7,Braga,Ciências da Vida e Saúde,0.5,0.5,95.0,75,"[{""year"": 2019, ""nota"": 15.8}, {""year"": 2020, ""nota"": 16.5}, {""year"": 2021, ""nota"": 17.2}, {""year"": 2022, ""nota"": 16.5}, {""year"": 2023, ""nota"": 16.5}, {""year"": 2024, ""nota"": 16.7}]"
1000_1000_9019,Ciência Política,Universidade do Minho,publica,16.4,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,40,"[{""year"": 2019, ""nota"": 15.5}, {""year"": 2020, ""nota"": 16.3}, {""year"": 2021, ""nota"": 16.3}, {""year"": 2022, ""nota"": 16.2}, {""year"": 2023, ""nota"": 16.2}, {""year"": 2024, ""nota"": 16.4}]"
1000_1000_9023,Ciências da Comunicação,Universidade do Minho,publica,17.4,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,68,"[{""year"": 2019, ""nota"": 16.5}, {""year"": 2020, ""nota"": 17.1}, {""year"": 2021, ""nota"": 17.2}, {""year"": 2022, ""nota"": 17.1}, {""year"": 2023, ""nota"": 17.4}, {""year"": 2024, ""nota"": 17.4}]"
1000_1000_9056,Contabilidade,Universidade do Minho,publica,17.0,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,58,"[{""year"": 2021, ""nota"": 16.9}, {""year"": 2022, ""nota"": 17.0}, {""year"": 2023, ""nota"": 16.6}, {""year"": 2024, ""nota"": 17.0}]"
1000_1000_9078,Direito,Universidade do Minho,publica,17.9,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,132,"[{""year"": 2019, ""nota"": 17.2}, {""year"": 2020, ""nota"": 17.7}, {""year"": 2021, ""nota"": 17.8}, {""year"": 2022, ""nota"": 17.6}, {""year"": 2023, ""nota"": 18.0}, {""year"": 2024, ""nota"": 17.9}]"
1000_1000_9081,Economia,Universidade do Minho,publica,17.5,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,115,"[{""year"": 2019, ""nota"": 16.9}, {""year"": 2020, ""nota"": 17.6}, {""year"": 2021, ""nota"": 17.1}, {""year"": 2022, ""nota"": 17.2}, {""year"": 2023, ""nota"": 17.0}, {""year"": 2024, ""nota"": 17.5}]"
1000_1000_9089,Engenharia Civil,Universidade do Minho,publica,16.3,Braga,Ciências da Vida e Saúde,0.5,0.5,95.0,70,"[{""year"": 2021, ""nota"": 14.7}, {""year"": 2022, ""nota"": 14.6}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 16.3}]"
1000_1000_9096,Engenharia de Materiais,Universidade do Minho,publica,15.1,Braga,Engenharia e Tecnologia,0.5,0.5,95.0,40,"[{""year"": 2021, ""nota"": 15.9}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 14.8}, {""year"": 2024, ""nota"": 15.1}]"
1000_1000_9098,Engenharia de Telecomunicações e Informática,Universidade do Minho,publica,13.8,Braga,Engenharia e Tecnologia,0.5,0.5,95.0,60,"[{""year"": 2021, ""nota"": 13.7}, {""year"": 2022, ""nota"": 13.3}, {""year"": 2023, ""nota"": 13.4}, {""year"": 2024, ""nota"": 13.8}]"
1000_1000_9104,Engenharia e Gestão Industrial,Universidade do Minho,publica,18.1,Braga,Engenharia e Tecnologia,0.5,0.5,95.0,80,"[{""year"": 2021, ""nota"": 18.4}, {""year"": 2022, ""nota"": 18.2}, {""year"": 2023, ""nota"": 17.9}, {""year"": 2024, ""nota"": 18.1}]"
1000_1000_9113,Engenharia Física,Universidade do Minho,publica,17.1,Braga,Ciências Exatas e da Natureza,0.5,0.5,95.0,52,"[{""year"": 2021, ""nota"": 18.0}, {""year"": 2022, ""nota"": 17.1}, {""year"": 2023, ""nota"": 16.8}, {""year"": 2024, ""nota"": 17.1}]"
1000_1000_9119,Engenharia Informática,Universidade do Minho,publica,17.8,Braga,Engenharia e Tecnologia,0.5,0.5,100.0,195,"[{""year"": 2021, ""nota"": 16.8}, {""year"": 2022, ""nota"": 17.5}, {""year"": 2023, ""nota"": 17.4}, {""year"": 2024, ""nota"": 17.8}]"
1000_1000_9123,Engenharia Mecânica,Universidade do Minho,publica,17.6,Braga,Engenharia e Tecnologia,0.5,0.5,95.0,117,"[{""year"": 2021, ""nota"": 17.2}, {""year"": 2022, ""nota"": 17.2}, {""year"": 2023, ""nota"": 17.4}, {""year"": 2024, ""nota"": 17.6}]"
1000_1000_9126,Engenharia Química e Biológica,Universidade do Minho,publica,16.1,Braga,Engenharia e Tecnologia,0.5,0.5,95.0,74,"[{""year"": 2021, ""nota"": 16.4}, {""year"": 2022, ""nota"": 15.9}, {""year"": 2023, ""nota"": 15.9}, {""year"": 2024, ""nota"": 16.1}]"
1000_1000_9127,Engenharia Têxtil,Universidade do Minho,publica,14.4,Braga,Engenharia e Tecnologia,0.5,0.5,95.0,45,"[{""year"": 2021, ""nota"": 14.9}, {""year"": 2022, ""nota"": 14.3}, {""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 14.4}]"
1000_1000_9134,Estudos Culturais,Universidade do Minho,publica,15.9,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,29,"[{""year"": 2019, ""nota"": 14.9}, {""year"": 2020, ""nota"": 15.5}, {""year"": 2021, ""nota"": 15.8}, {""year"": 2022, ""nota"": 15.9}, {""year"": 2023, ""nota"": 16.7}, {""year"": 2024, ""nota"": 15.9}]"
1000_1000_9139,Filosofia,Universidade do Minho,publica,16.0,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,34,"[{""year"": 2019, ""nota"": 13.2}, {""year"": 2020, ""nota"": 13.9}, {""year"": 2021, ""nota"": 15.3}, {""year"": 2022, ""nota"": 15.2}, {""year"": 2023, ""nota"": 14.9}, {""year"": 2024, ""nota"": 16.0}]"
1000_1000_9141,Física,Universidade do Minho,publica,13.7,Braga,Ciências Exatas e da Natureza,0.5,0.5,95.0,29,"[{""year"": 2019, ""nota"": 16.1}, {""year"": 2020, ""nota"": 16.2}, {""year"": 2021, ""nota"": 15.5}, {""year"": 2022, ""nota"": 13.9}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 13.7}]"
1000_1000_9146,Geologia,Universidade do Minho,publica,13.4,Braga,Ciências Exatas e da Natureza,0.5,0.5,95.0,25,"[{""year"": 2019, ""nota"": 11.9}, {""year"": 2020, ""nota"": 13.0}, {""year"": 2021, ""nota"": 13.6}, {""year"": 2022, ""nota"": 13.4}, {""year"": 2023, ""nota"": 13.8}, {""year"": 2024, ""nota"": 13.4}]"
1000_1000_9147,Gestão,Universidade do Minho,publica,18.1,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,115,"[{""year"": 2019, ""nota"": 17.4}, {""year"": 2020, ""nota"": 17.9}, {""year"": 2021, ""nota"": 17.5}, {""year"": 2022, ""nota"": 17.8}, {""year"": 2023, ""nota"": 17.7}, {""year"": 2024, ""nota"": 18.1}]"
1000_1000_9181,História,Universidade do Minho,publica,16.7,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,50,"[{""year"": 2019, ""nota"": 15.1}, {""year"": 2020, ""nota"": 16.6}, {""year"": 2021, ""nota"": 16.4}, {""year"": 2022, ""nota"": 16.5}, {""year"": 2023, ""nota"": 16.7}, {""year"": 2024, ""nota"": 16.7}]"
1000_1000_9192,Línguas Aplicadas,Universidade do Minho,publica,16.6,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,58,"[{""year"": 2019, ""nota"": 16.9}, {""year"": 2020, ""nota"": 17.1}, {""year"": 2021, ""nota"": 17.6}, {""year"": 2022, ""nota"": 17.2}, {""year"": 2023, ""nota"": 17.1}, {""year"": 2024, ""nota"": 16.6}]"
1000_1000_9195,Línguas e Literaturas Europeias,Universidade do Minho,publica,16.9,Braga,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,74,"[{""year"": 2019, ""nota"": 15.3}, {""year"": 2020, ""nota"": 15.9}, {""year"": 2021, ""nota"": 16.3}, {""year"": 2022, ""nota"": 16.7}, {""year"": 2023, ""nota"": 16.9}, {""year"": 2024, ""nota"": 16.9}]"
1000_1000_9205,Marketing,Universidade do Minho,publica,17.3,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,72,"[{""year"": 2020, ""nota"": 16.4}, {""year"": 2021, ""nota"": 17.2}, {""year"": 2022, ""nota"": 16.9}, {""year"": 2023, ""nota"": 17.3}, {""year"": 2024, ""nota"": 17.3}]"
1000_1000_9209,Matemática,Universidade do Minho,publica,17.8,Braga,Informática e Dados,0.5,0.5,95.0,40,"[{""year"": 2019, ""nota"": 15.3}, {""year"": 2020, ""nota"": 16.6}, {""year"": 2021, ""nota"": 15.8}, {""year"": 2022, ""nota"": 17.1}, {""year"": 2023, ""nota"": 16.6}, {""year"": 2024, ""nota"": 17.8}]"
1000_1000_9219,Psicologia,Universidade do Minho,publica,17.3,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,90,"[{""year"": 2021, ""nota"": 17.1}, {""year"": 2022, ""nota"": 17.4}, {""year"": 2023, ""nota"": 17.5}, {""year"": 2024, ""nota"": 17.3}]"
1000_1000_9223,Química,Universidade do Minho,publica,14.9,Braga,Ciências Exatas e da Natureza,0.5,0.5,95.0,22,"[{""year"": 2019, ""nota"": 13.7}, {""year"": 2020, ""nota"": 14.6}, {""year"": 2021, ""nota"": 13.7}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 14.7}, {""year"": 2024, ""nota"": 14.9}]"
1000_1000_9229,Relações Internacionais,Universidade do Minho,publica,17.2,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,92,"[{""year"": 2019, ""nota"": 16.6}, {""year"": 2020, ""nota"": 17.2}, {""year"": 2021, ""nota"": 17.1}, {""year"": 2022, ""nota"": 17.2}, {""year"": 2023, ""nota"": 17.0}, {""year"": 2024, ""nota"": 17.2}]"
1000_1000_9240,Sociologia,Universidade do Minho,publica,15.4,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,63,"[{""year"": 2019, ""nota"": 15.0}, {""year"": 2020, ""nota"": 15.2}, {""year"": 2021, ""nota"": 15.9}, {""year"": 2022, ""nota"": 15.3}, {""year"": 2023, ""nota"": 15.7}, {""year"": 2024, ""nota"": 15.4}]"
1000_1000_9243,Teatro,Universidade do Minho,publica,15.9,Braga,Artes e Design,0.5,0.5,100.0,28,"[{""year"": 2019, ""nota"": 13.1}, {""year"": 2020, ""nota"": 15.1}, {""year"": 2021, ""nota"": 15.1}, {""year"": 2022, ""nota"": 15.4}, {""year"": 2023, ""nota"": 15.5}, {""year"": 2024, ""nota"": 15.9}]"
1000_1000_9257,Arquitetura,Universidade do Minho,publica,18.3,Braga,Ciências da Vida e Saúde,0.5,0.5,100.0,64,"[{""year"": 2019, ""nota"": 16.9}, {""year"": 2020, ""nota"": 17.5}, {""year"": 2021, ""nota"": 17.8}, {""year"": 2022, ""nota"": 18.1}, {""year"": 2023, ""nota"": 17.8}, {""year"": 2024, ""nota"": 18.3}]"
1000_1000_9353,Educação,Universidade do Minho,publica,15.6,Braga,Educação e Desporto,0.5,0.5,100.0,69,"[{""year"": 2019, ""nota"": 14.2}, {""year"": 2020, ""nota"": 14.8}, {""year"": 2021, ""nota"": 15.7}, {""year"": 2022, ""nota"": 15.4}, {""year"": 2023, ""nota"": 15.6}, {""year"": 2024, ""nota"": 15.6}]"
1000_1000_9379,Ciências do Ambiente,Universidade do Minho,publica,13.7,Braga,Ciências da Vida e Saúde,0.5,0.5,95.0,50,"[{""year"": 2019, ""nota"": 12.7}, {""year"": 2020, ""nota"": 14.0}, {""year"": 2021, ""nota"": 14.9}, {""year"": 2022, ""nota"": 14.4}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 13.7}]"
1000_1000_9381,Estatística Aplicada,Universidade do Minho,publica,14.1,Braga,Informática e Dados,0.5,0.5,95.0,42,"[{""year"": 2019, ""nota"": 14.1}, {""year"": 2020, ""nota"": 14.4}, {""year"": 2021, ""nota"": 12.9}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 14.7}, {""year"": 2024, ""nota"": 14.1}]"
1000_1000_9397,Ciências da Computação,Universidade do Minho,publica,15.8,Braga,Informática e Dados,0.5,0.5,100.0,86,"[{""year"": 2019, ""nota"": 14.8}, {""year"": 2020, ""nota"": 16.0}, {""year"": 2021, ""nota"": 14.2}, {""year"": 2022, ""nota"": 15.7}, {""year"": 2023, ""nota"": 15.9}, {""year"": 2024, ""nota"": 15.8}]"
1000_1000_9455,Engenharia Biomédica,Universidade do Minho,publica,17.9,Braga,Engenharia e Tecnologia,0.5,0.5,95.0,83,"[{""year"": 2021, ""nota"": 18.2}, {""year"": 2022, ""nota"": 18.0}, {""year"": 2023, ""nota"": 17.8}, {""year"": 2024, ""nota"": 17.9}]"
1000_1000_9499,Design e Marketing de Moda,Universidade do Minho,publica,17.9,Braga,Artes e Design,0.5,0.5,95.0,41,"[{""year"": 2019, ""nota"": 16.6}, {""year"": 2020, ""nota"": 17.0}, {""year"": 2021, ""nota"": 17.0}, {""year"": 2022, ""nota"": 17.0}, {""year"": 2023, ""nota"": 16.9}, {""year"": 2024, ""nota"": 17.9}]"
1000_1000_9688,Biologia Aplicada,Universidade do Minho,publica,16.1,Braga,Ciências da Vida e Saúde,0.5,0.5,100.0,65,"[{""year"": 2019, ""nota"": 14.6}, {""year"": 2020, ""nota"": 15.7}, {""year"": 2021, ""nota"": 16.8}, {""year"": 2022, ""nota"": 16.5}, {""year"": 2023, ""nota"": 16.4}, {""year"": 2024, ""nota"": 16.1}]"
1000_1000_9785,Negócios Internacionais,Universidade do Minho,publica,17.0,Braga,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,50,"[{""year"": 2019, ""nota"": 15.9}, {""year"": 2020, ""nota"": 16.9}, {""year"": 2021, ""nota"": 17.5}, {""year"": 2022, ""nota"": 16.7}, {""year"": 2023, ""nota"": 16.4}, {""year"": 2024, ""nota"": 17.0}]"
1000_1000_9813,Medicina,Universidade do Minho,publica,18.7,Braga,Ciências da Vida e Saúde,0.5,0.5,140.0,157,"[{""year"": 2019, ""nota"": 18.5}, {""year"": 2020, ""nota"": 18.9}, {""year"": 2021, ""nota"": 18.9}, {""year"": 2022, ""nota"": 18.7}, {""year"": 2023, ""nota"": 18.7}, {""year"": 2024, ""nota"": 18.7}]"
